Description,Latitude,Location,Longitude,Price,Title,Url
,,"Hendersonville, NC",,45.0,Sky Writer 3D Hand Held 3D Printer,https://www.facebook.com/marketplace/item/415961068822744
,,"Leicester, NC",,20.0,Life As We Knew It (entire series),https://www.facebook.com/marketplace/item/217302858847137
,,"Candler, NC",,25.0,Karioki machine works great.,https://www.facebook.com/marketplace/item/401953786892689
,,"Asheville, NC",,95.0,PS4 games,https://www.facebook.com/marketplace/item/376979319447814
,,"Campobello, SC",,250.0,Ps4 slim brand new never been open,https://www.facebook.com/marketplace/item/961354554027285
,,"Brevard, NC",,125.0,Xbox one,https://www.facebook.com/marketplace/item/177355619707793
,,"Asheville, NC",,20.0,Ps4 games,https://www.facebook.com/marketplace/item/1996376787270449
,,"Swannanoa, NC",,0.0,VHS Tapes,https://www.facebook.com/marketplace/item/170215273621735
,,"Asheville, NC",,225.0,Xbox One account with games,https://www.facebook.com/marketplace/item/420620898373674
,,"Asheville, NC",,135.0,Xbox one,https://www.facebook.com/marketplace/item/818981521642514
,,"Candler, NC",,400.0,Htc Vive,https://www.facebook.com/marketplace/item/975319275953868
,,"Asheville, NC",,405.0,Vendo camper para toyota tacoma 95 en buen estado,https://www.facebook.com/marketplace/item/187409755188815
,,"Asheville, NC",,150.0,Drum,https://www.facebook.com/marketplace/item/239245116612386
,,"Asheville, NC",,7.0,Punisher Comics,https://www.facebook.com/marketplace/item/662125707295891
,,"Burnsville, NC",,0.0,Pc cast books,https://www.facebook.com/marketplace/item/155583228488556
,,"Leicester, NC",,30.0,ORIGINAL XBOX,https://www.facebook.com/marketplace/item/167590400630609
,,"Asheville, NC",,450.0,Gretch Streamliner w/ Hardshell Case,https://www.facebook.com/marketplace/item/147372322606562
,,"Canton, NC",,25.0,Xbox one games,https://www.facebook.com/marketplace/item/161295954673622
,,"Hendersonville, NC",,28.0,Guitar/Piano/Songwriting Lessons!,https://www.facebook.com/marketplace/item/206962043187980
,,"Mill Spring, NC",,25.0,I have madden 18 for ps4 for sell works great just play xbox,https://www.facebook.com/marketplace/item/505035933224104
,,"Asheville, NC",,5.0,Holo yu-gi-oh cards(Each),https://www.facebook.com/marketplace/item/1002982246516334
,,"Brevard, NC",,1.0,ps4/ps3 games,https://www.facebook.com/marketplace/item/593249694344204
,,"Asheville, NC",,250.0,PS4,https://www.facebook.com/marketplace/item/147438055949735
,,"Brevard, NC",,20.0,Xbox1 FIFA 17,https://www.facebook.com/marketplace/item/529764560722281
,,"Forest City, NC",,60.0,Xbox 360,https://www.facebook.com/marketplace/item/1681237008629165
,,"Asheville, NC",,10.0,Vinyl Records,https://www.facebook.com/marketplace/item/203364563738096
,,"Canton, NC",,250.0,Xbox One S-1 TB,https://www.facebook.com/marketplace/item/339541709865060
,,"Asheville, NC",,25.0,Play station game donkey kong,https://www.facebook.com/marketplace/item/2040003816245257
,,"Leicester, NC",,1500.0,Original Ms. PAC MAN stand up arcade game,https://www.facebook.com/marketplace/item/216722382233897
,,"Asheville, NC",,25.0,7 GameCube games,https://www.facebook.com/marketplace/item/182866435651049
,,"Asheville, NC",,5.0,Wolverine #900,https://www.facebook.com/marketplace/item/1466256996819370
,,"Swannanoa, NC",,7.0,Old VHS bike porn. Shift and Superheros.,https://www.facebook.com/marketplace/item/299015363959367
,,"Asheville, NC",,4.0,Wolverine,https://www.facebook.com/marketplace/item/340045489833613
,,"Hendersonville, NC",,10.0,WANTED Dreamcast Collection 360,https://www.facebook.com/marketplace/item/2023122318012442
,,"Asheville, NC",,35.0,Kids Books,https://www.facebook.com/marketplace/item/119618725313945
,,"Weaverville, NC",,1.0,"Nursing books-great condition. used at A-B Tech and south college, unsure if up to date",https://www.facebook.com/marketplace/item/207430070002329
,,"Swannanoa, NC",,20.0,20 DVDS,https://www.facebook.com/marketplace/item/180994745842398
,,"Weaverville, NC",,3.0,Blu-Rays,https://www.facebook.com/marketplace/item/148497402629113
,,"Flat Rock, NC",,100.0,PS4 Games,https://www.facebook.com/marketplace/item/837192086491088
,,"Campobello, SC",,45.0,PS3 with controller,https://www.facebook.com/marketplace/item/186048038793043
,,"Hendersonville, NC",,19.0,Gameboy Advance with football game,https://www.facebook.com/marketplace/item/164109470825122
,,"Candler, NC",,15.0,Xbox one Headset,https://www.facebook.com/marketplace/item/1293382447473283
,,"Hendersonville, NC",,400.0,"Xbox One S (1TB), controllers, and games",https://www.facebook.com/marketplace/item/181710729104557
,,"Hendersonville, NC",,20.0,20 inch Legend of Zelda Link figure,https://www.facebook.com/marketplace/item/532409050474469
,,"Asheville, NC",,8.0,Siege comics,https://www.facebook.com/marketplace/item/339746269858417
,,"Candler, NC",,22.0,BF1 PS4,https://www.facebook.com/marketplace/item/935010479984878
,,"Asheville, NC",,20.0,coupon booklet,https://www.facebook.com/marketplace/item/146035402732501
,,"Nebo, NC",,50.0,140 DVDs 2 blurays,https://www.facebook.com/marketplace/item/563445327349218
,,"Black Mountain, NC",,20.0,"Season's 1,2,3 Downton Abby",https://www.facebook.com/marketplace/item/2029567283925477
,,"Asheville, NC",,18.0,Ironman,https://www.facebook.com/marketplace/item/2050192438526472
,,"Waynesville, NC",,50.0,Selling 25 games for Playstation 2 Need gone ASAP!,https://www.facebook.com/marketplace/item/278679432654416
,,"Asheville, NC",,0.0,"BOOKS! Awesome job opportunity! Children, teen, & YA literature. Also do FB parties for FREE BOOKS!",https://www.facebook.com/marketplace/item/210678206149511
,,"Fletcher, NC",,50.0,PS1 games,https://www.facebook.com/marketplace/item/772845329577131
,,"Hendersonville, NC",,3.0,Movie's,https://www.facebook.com/marketplace/item/565591187107591
,,"Canton, NC",,130.0,Ps3,https://www.facebook.com/marketplace/item/163678210948269
,,"Fletcher, NC",,90.0,Playstation 3,https://www.facebook.com/marketplace/item/1540503889330742
,,"Asheville, NC",,12.0,Fantastic Four,https://www.facebook.com/marketplace/item/324656361389356
,,"Mars Hill, NC",,10.0,2 PS3 games for sale,https://www.facebook.com/marketplace/item/227888931090522
,,"Asheville, NC",,150.0,Xbox 1 controller games,https://www.facebook.com/marketplace/item/2077226349176513
,,"Candler, NC",,50.0,Idk,https://www.facebook.com/marketplace/item/153107735486572
,,"Asheville, NC",,90.0,Dokapon Kingdom for Nintendo Wii,https://www.facebook.com/marketplace/item/1517521435213829
,,"Fletcher, NC",,20.0,PS2 game console,https://www.facebook.com/marketplace/item/339455989876310
,,"Leicester, NC",,75.0,Xbox 360,https://www.facebook.com/marketplace/item/140711723263930
,,"Asheville, NC",,0.0,1st Annual Craft Fair / Car Show,https://www.facebook.com/marketplace/item/234582083752015
,,"Hendersonville, NC",,0.0,ps3 and wii games,https://www.facebook.com/marketplace/item/200568890678236
,,"Rutherfordton, NC",,15.0,Grand Theft Auto PS2,https://www.facebook.com/marketplace/item/1953331368265727
,,"Campobello, SC",,4.0,CDs are $4 each.,https://www.facebook.com/marketplace/item/132662004218773
,,"Brevard, NC",,40.0,Uncharted 4. Battlefront and chat headset( all together),https://www.facebook.com/marketplace/item/327476571078815
,,"Fletcher, NC",,100.0,PS2 games,https://www.facebook.com/marketplace/item/243359169538555
,,"Marion, NC",,30.0,xbox one games,https://www.facebook.com/marketplace/item/176354753093832
,,"Asheville, NC",,50.0,English 111 textbooks,https://www.facebook.com/marketplace/item/178380882939199
,,"Hendersonville, NC",,35.0,Madden 18,https://www.facebook.com/marketplace/item/213738835842674
,,"Bakersville, NC",,5.0,$5 each never been watched all brand new,https://www.facebook.com/marketplace/item/145270112795086
,,"Spruce Pine, NC",,250.0,Xbox one with 2controlls 2headsets pub g ww2 and Madden 18,https://www.facebook.com/marketplace/item/335152720325002
,,"Landrum, SC",,108.0,Xbox plus one controller and one game. In good used condition.,https://www.facebook.com/marketplace/item/173253990126168
,,"Spruce Pine, NC",,190.0,4GB Xbox 360 with games and accessories.,https://www.facebook.com/marketplace/item/182478479024782
,,"Canton, NC",,45.0,5 games,https://www.facebook.com/marketplace/item/1160836080685862
,,"Asheville, NC",,162.0,Nintendo 64,https://www.facebook.com/marketplace/item/222372301632040
,,"Swannanoa, NC",,50.0,Numerous Disney collection books and a few random books,https://www.facebook.com/marketplace/item/393079387808679
,,"Asheville, NC",,1.0,Everything must go!!!! Make offers,https://www.facebook.com/marketplace/item/146065036083161
,,"Asheville, NC",,108.0,Call of duty WW2 & NBA 2k18,https://www.facebook.com/marketplace/item/1218350678300119
,,"Hendersonville, NC",,25.0,All the twilight movies,https://www.facebook.com/marketplace/item/150240958995588
,,"Asheville, NC",,9.0,PlayStation One Games!,https://www.facebook.com/marketplace/item/538151739911168
,,"Brevard, NC",,60.0,Playstation with two controllers and 9 games,https://www.facebook.com/marketplace/item/170098656946525
,,"Asheville, NC",,5.0,My Little Pony The Movie Poster,https://www.facebook.com/marketplace/item/399154680547136
,,"Waynesville, NC",,8.0,if i stay and where she went,https://www.facebook.com/marketplace/item/545355969173281
,,"Nebo, NC",,9.0,Star Trek Paperback Book Box Set,https://www.facebook.com/marketplace/item/174916596478984
,,"Campobello, SC",,1.0,Pre-loved music CDs Post #25,https://www.facebook.com/marketplace/item/1977725629133777
,,"Canton, NC",,11.0,Star Wars special edition VHS box set,https://www.facebook.com/marketplace/item/165544037403665
,,"Burnsville, NC",,50.0,"Black Ops 3, Gear of Wars Ultimate Edition for Xbox One",https://www.facebook.com/marketplace/item/779455802259164
,,"Asheville, NC",,5.0,Kazar Comics,https://www.facebook.com/marketplace/item/482238398789649
,,"Asheville, NC",,37.0,Modded Xbox 360 controller,https://www.facebook.com/marketplace/item/2025147640859132
,,"Asheville, NC",,8.0,Xmen Here comes tomorrow,https://www.facebook.com/marketplace/item/2021670568046393
,,"Candler, NC",,30.0,PS4 Uncharted 4,https://www.facebook.com/marketplace/item/491828034546176
,,"Asheville, NC",,10.0,Very Good books; no marks.,https://www.facebook.com/marketplace/item/187486071983870
,,"Campobello, SC",,10.0,Classic Monster Movies,https://www.facebook.com/marketplace/item/156239968373558
,,"Asheville, NC",,70.0,Limited The Lion King Special Edition,https://www.facebook.com/marketplace/item/205783493492380
,,"Rutherfordton, NC",,20.0,Final Fantasy XV - PS4,https://www.facebook.com/marketplace/item/798657476984557
,,"Arden, NC",,40.0,Sanyo 3 Disk CD Player/Dual Tape Deck/Radio,https://www.facebook.com/marketplace/item/1839943676298588
,,"Asheville, NC",,10.0,Brand New Proud Mary Movie Poster,https://www.facebook.com/marketplace/item/1608224532546863
,,"Campobello, SC",,3.0,Pre-loved music CDs Post # 24,https://www.facebook.com/marketplace/item/1963613633957849
,,"Flat Rock, NC",,1.0,ASTRO A40 Headset and Mixamp M80 for Xbox One,https://www.facebook.com/marketplace/item/404280143378543
,,"Black Mountain, NC",,35.0,6 Playstation 2 games $35 great condition in boxes,https://www.facebook.com/marketplace/item/208991732981293
,,"Forest City, NC",,0.0,HAMRICK GROUP TOURS,https://www.facebook.com/marketplace/item/1594577433965749
,,"Canton, NC",,20.0,Beauty and the Beast,https://www.facebook.com/marketplace/item/1026346687530514
,,"Campobello, SC",,3.0,15 Horror Movie Pack,https://www.facebook.com/marketplace/item/339055373267242
,,"Waynesville, NC",,8.0,Never Opened Blurays and Dvd,https://www.facebook.com/marketplace/item/1926259530782131
,,"Candler, NC",,25.0,# PS4 games,https://www.facebook.com/marketplace/item/585590365136773
,,"Campobello, SC",,25.0,PVP Light Euc,https://www.facebook.com/marketplace/item/1978596235732934
,,"Weaverville, NC",,15.0,Real Simple Solutions,https://www.facebook.com/marketplace/item/762762830581836
,,"Weaverville, NC",,25.0,LG tones,https://www.facebook.com/marketplace/item/1755920434459991
,,"Clyde, NC",,3.0,Blu-ray Movies,https://www.facebook.com/marketplace/item/330259390812676
,,"Waynesville, NC",,40.0,PS4 games,https://www.facebook.com/marketplace/item/209684859582241
,,"Swannanoa, NC",,75.0,"I have 35 movies, 12 of them have not been opened, the others were played once. These are family friendly films, most of them are made by PureFlix or Faith and Family, some purchased at Family Christian Store. They would be great for a ministry media library. $75 for the whole lot.",https://www.facebook.com/marketplace/item/271029513431269
,,"Greeneville, TN",,90.0,Ps4 games and controller and TAKKEN 7,https://www.facebook.com/marketplace/item/349403858911509
,,"Leicester, NC",,26.0,Scott Westerfeld - Uglies Box Set,https://www.facebook.com/marketplace/item/979330772214478
,,"Rutherfordton, NC",,100.0,Silvertones 6 string Electric,https://www.facebook.com/marketplace/item/1248339385300013
,,"Brevard, NC",,40.0,5 Xbox 360 games and 1 controller,https://www.facebook.com/marketplace/item/425438691220554
,,"Hendersonville, NC",,15.0,Xbox one games,https://www.facebook.com/marketplace/item/254386871767862
,,"Asheville, NC",,1.0,"DVDs , pristine condition",https://www.facebook.com/marketplace/item/826166427585400
,,"Marion, NC",,190.0,"Naruto Manga 1-53, 57, And 59",https://www.facebook.com/marketplace/item/573952469663661
,,"Asheville, NC",,5.0,A Bad Moms Christmas Movie Poster,https://www.facebook.com/marketplace/item/1594980023919419
,,"Candler, NC",,22.0,Assassins Creed syndicate Xbox one,https://www.facebook.com/marketplace/item/1406192102823214
,,"Asheville, NC",,40.0,Seinfeld seasons 5-9,https://www.facebook.com/marketplace/item/181671812591545
,,"Hendersonville, NC",,100.0,Hardy boy books,https://www.facebook.com/marketplace/item/532386127145834
,,"Asheville, NC",,20.0,coupon books,https://www.facebook.com/marketplace/item/2046774458941303
,,"Asheville, NC",,40.0,The Norton Field Guide to Writing with 2016 MLA Update,https://www.facebook.com/marketplace/item/332762313887750
,,"Marion, NC",,15.0,A 1970 to 1978 ace frehley vinyl record.,https://www.facebook.com/marketplace/item/1395005060627399
,,"Clyde, NC",,15.0,Astro Hard Headset Case,https://www.facebook.com/marketplace/item/1618779941509317
,,"Hendersonville, NC",,115.0,Wii Used But Good Condition,https://www.facebook.com/marketplace/item/183759772225920
,,"Maggie Valley, NC",,1.0,VHS movies,https://www.facebook.com/marketplace/item/2019129678362535
,,"Cleveland, SC",,250.0,Xbox one slim with wirless controller and charger,https://www.facebook.com/marketplace/item/210367266184194
,,"Swannanoa, NC",,25.0,The Berenstain Bears books,https://www.facebook.com/marketplace/item/147206615996174
,,"Asheville, NC",,1.0,Xbox 360 games,https://www.facebook.com/marketplace/item/1663268303765622
,,"Asheville, NC",,200.0,Nintendo Wii,https://www.facebook.com/marketplace/item/1927008870662305
,,"Hendersonville, NC",,0.0,"TNA & ROH dvds, figures, shirts",https://www.facebook.com/marketplace/item/148187622467061
,,"Marion, NC",,185.0,Xbox one with 2 controllers and a headset,https://www.facebook.com/marketplace/item/161604471301833
,,"East Flat Rock, NC",,36.0,Star Wars battlefront 2 for ps4,https://www.facebook.com/marketplace/item/2130945003827335
,,"Candler, NC",,126.0,Michael jordan books,https://www.facebook.com/marketplace/item/1648978821812293
,,"Asheville, NC",,10.0,Wii games,https://www.facebook.com/marketplace/item/268339440368871
,,"Hendersonville, NC",,125.0,A mixture of games and couple of game boys with games first 125.00,https://www.facebook.com/marketplace/item/1972536936397737
,,"Black Mountain, NC",,50.0,Prince book with cd,https://www.facebook.com/marketplace/item/199071514174620
,,"Asheville, NC",,35.0,Ps3 game / eye / wand brand new never used,https://www.facebook.com/marketplace/item/2011887562417290
,,"Old Fort, NC",,15.0,My favorite PlayStation games $15each or all 4 for $40,https://www.facebook.com/marketplace/item/299640733893190
,,"Hendersonville, NC",,20.0,Evolve for Xbox one,https://www.facebook.com/marketplace/item/1776221656016166
,,"Marion, NC",,20.0,Nintendo Wii Balance Board. Wii Fit Plus included.,https://www.facebook.com/marketplace/item/1630867846949967
,,"Asheville, NC",,5.0,"GODZILLA DVD, Collectors edition",https://www.facebook.com/marketplace/item/1899018350167029
,,"Burnsville, NC",,80.0,Xbox one games,https://www.facebook.com/marketplace/item/158796378107550
,,"Burnsville, NC",,40.0,Disney movies I,https://www.facebook.com/marketplace/item/1883067982023701
,,"Asheville, NC",,3.0,Valentine's DVD in 3D with glasses,https://www.facebook.com/marketplace/item/874470836064095
,,"Asheville, NC",,130.0,Full Wii System,https://www.facebook.com/marketplace/item/337138066790084
,,"Bakersville, NC",,5.0,DVD's,https://www.facebook.com/marketplace/item/961953093952475
,,"Forest City, NC",,64.0,Projector screen and tripod,https://www.facebook.com/marketplace/item/738845866311686
,,"Fletcher, NC",,0.0,Western Horseman Magazines,https://www.facebook.com/marketplace/item/838377006333163
,,"Rutherfordton, NC",,15.0,For Honor - PS4,https://www.facebook.com/marketplace/item/1523632751018889
,,"Waynesville, NC",,150.0,$150 for the two controllers all the games and also the Xbox 360,https://www.facebook.com/marketplace/item/2029992013921759
,,"Canton, NC",,64.0,Atari 2600 JR w/24 games,https://www.facebook.com/marketplace/item/511779322539466
,,"Waynesville, NC",,250.0,DVDs stacked to the ceiling!! Also the lady that asked for Jack black movies message me again,https://www.facebook.com/marketplace/item/2020026174910595
,,"Candler, NC",,1.0,21 day fix dvds,https://www.facebook.com/marketplace/item/206802096541930
,,"Canton, NC",,5.0,Xbox 360 games adult owned,https://www.facebook.com/marketplace/item/1655667791158129
,,"Spruce Pine, NC",,200.0,Dbx 231s EQ,https://www.facebook.com/marketplace/item/146863889328687
,,"Rutherfordton, NC",,54.0,PS4 Wireless Headphones. Hardly Ever Used. Comes With Everything In Pic,https://www.facebook.com/marketplace/item/140329223311347
,,"Waynesville, NC",,5.0,Men are from Mars women are from Venus,https://www.facebook.com/marketplace/item/197191044365438
,,"Hendersonville, NC",,5.0,Game of Thrones season 3,https://www.facebook.com/marketplace/item/1913430335638403
,,"Asheville, NC",,200.0,Pandoras Box 4S+,https://www.facebook.com/marketplace/item/147815022574702
,,"Arden, NC",,100.0,Ps3,https://www.facebook.com/marketplace/item/530034450700999
,,"Brevard, NC",,10.0,"Cartiages,",https://www.facebook.com/marketplace/item/166226087349531
,,"Maggie Valley, NC",,50.0,Super Nintendo turbo game controller,https://www.facebook.com/marketplace/item/342455176269627
,,"Asheville, NC",,20.0,PlayStation game lot,https://www.facebook.com/marketplace/item/588607968148241
,,"Weaverville, NC",,2.0,VHS movies,https://www.facebook.com/marketplace/item/1719515688100490
,,"Asheville, NC",,54.0,Lone Wolf and Cub complete GN set,https://www.facebook.com/marketplace/item/550063282018761
,,"Clyde, NC",,100.0,SNES Classic,https://www.facebook.com/marketplace/item/171947760063928
,,"Asheville, NC",,799.0,Message Of Hope 365 Days,https://www.facebook.com/marketplace/item/1890432687693431
,,"Arden, NC",,20.0,PlayStation With controllers,https://www.facebook.com/marketplace/item/908998799275428
,,"Weaverville, NC",,14.0,PS4 game- Destiny,https://www.facebook.com/marketplace/item/1024137124406779
,,"Brevard, NC",,10.0,Xbox games,https://www.facebook.com/marketplace/item/172841950105554
,,"Burnsville, NC",,160.0,For sale 50 Disney movies call 828 284 1565 leave a message if no answer,https://www.facebook.com/marketplace/item/147105649291860
,,"Horse Shoe, NC",,50.0,Wii+ wii games,https://www.facebook.com/marketplace/item/788279981378375
,,"Waynesville, NC",,45.0,Complete five seasons shameless,https://www.facebook.com/marketplace/item/1607848305975570
,,"Hendersonville, NC",,8.0,Murder she wrote second season,https://www.facebook.com/marketplace/item/138204760235427
,,"Marion, NC",,40.0,DOOM For the Nintendo Switch,https://www.facebook.com/marketplace/item/1275651202535175
,,"East Flat Rock, NC",,16.0,Titian fall 2 for ps4,https://www.facebook.com/marketplace/item/167937160650954
,,"Old Fort, NC",,15.0,5 playststion 3 games $15-$25 each,https://www.facebook.com/marketplace/item/178806109517206
,,"Rutherfordton, NC",,350.0,"Pevey keyboard with 3 mics, stand and instruction book.",https://www.facebook.com/marketplace/item/1454081978023622
,,"Hendersonville, NC",,125.0,Xbox 360 with kinect,https://www.facebook.com/marketplace/item/374390493033661
,,"Marion, NC",,15.0,Xbox one,https://www.facebook.com/marketplace/item/1918344964865925
,,"Hendersonville, NC",,0.0,***looking for this movie- any one have it and want to sell??,https://www.facebook.com/marketplace/item/585278261825968
,,"Spruce Pine, NC",,75.0,Xbox 360 games,https://www.facebook.com/marketplace/item/2146141775401205
,,"Maggie Valley, NC",,100.0,Xbox 360 games,https://www.facebook.com/marketplace/item/2054018151537192
,,"Asheville, NC",,30.0,DVD assorted,https://www.facebook.com/marketplace/item/163427527645568
,,"Leicester, NC",,50.0,PS3 Games,https://www.facebook.com/marketplace/item/1417654578364086
,,"Swannanoa, NC",,30.0,The Dollanganger series,https://www.facebook.com/marketplace/item/144106972931013
,,"Asheville, NC",,3.0,Lots of Blu-ray movies - bluray,https://www.facebook.com/marketplace/item/401039300309488
,,"Columbus, NC",,3.0,Movies,https://www.facebook.com/marketplace/item/565660113801483
,,"Swannanoa, NC",,150.0,Xbox one,https://www.facebook.com/marketplace/item/901642026677679
,,"Asheville, NC",,15.0,Brand New Pitch Perfect 3 Movie Poster,https://www.facebook.com/marketplace/item/1809167002722777
,,"Asheville, NC",,70.0,Textbooks,https://www.facebook.com/marketplace/item/693528904369228
,,"East Flat Rock, NC",,40.0,Doom for switch or trade games,https://www.facebook.com/marketplace/item/169489607004057
,,"Burnsville, NC",,18.0,Posion Apple Book Set,https://www.facebook.com/marketplace/item/184318115504910
,,"Asheville, NC",,2.0,Movies - Like New Condition $2 each or $10 for all,https://www.facebook.com/marketplace/item/794817024048100
,,"Rutherfordton, NC",,75.0,Wii,https://www.facebook.com/marketplace/item/119385568879818
,,"Forest City, NC",,20.0,Skyrim ps3,https://www.facebook.com/marketplace/item/148203712512918
,,"Candler, NC",,30.0,WiiFit Plus Balance Board,https://www.facebook.com/marketplace/item/163005730991304
,,"Hendersonville, NC",,249.0,Wii U Deluxe + Extras,https://www.facebook.com/marketplace/item/2120968834805913
,,"Forest City, NC",,28.0,Xbox 360 games,https://www.facebook.com/marketplace/item/214588549100589
,,"Forest City, NC",,15.0,Games,https://www.facebook.com/marketplace/item/166945517364601
,,"Forest City, NC",,20.0,Subwoofer and a 12 dice changer 's player,https://www.facebook.com/marketplace/item/403519096741496
,,"Marion, NC",,31.0,"Chunky, complete 7 movie collection Blu-Ray set",https://www.facebook.com/marketplace/item/1286302381471286
,,"Candler, NC",,30.0,Saxon 6/5 2nd edition with DIVE CD-Rom,https://www.facebook.com/marketplace/item/1906709609400269
,,"Hendersonville, NC",,15.0,Kids Book Lot,https://www.facebook.com/marketplace/item/2115088638727944
,,"Maggie Valley, NC",,15.0,Video games,https://www.facebook.com/marketplace/item/330242007495936
,,"Forest City, NC",,20.0,ME READER AND 8 BOOKS,https://www.facebook.com/marketplace/item/906514219527402
,,"Marion, NC",,15.0,Video games,https://www.facebook.com/marketplace/item/211722039377726
,,"Leicester, NC",,55.0,DBZ VHS Saiyan Conflict,https://www.facebook.com/marketplace/item/140022623313662
,,"Marion, NC",,1.0,Two cases approximately 36 cassette tapes,https://www.facebook.com/marketplace/item/145036706169047
,,"Old Fort, NC",,15.0,4 PS GAMES $15ea or 4 for $40,https://www.facebook.com/marketplace/item/1871544173136678
,,"Asheville, NC",,10.0,Many TV Series,https://www.facebook.com/marketplace/item/146117089515070
,,"Arden, NC",,19.0,Witcher 2 Assassins of Kings (enhanced edition) for XBOX 360,https://www.facebook.com/marketplace/item/153724948618933
,,"Waynesville, NC",,15.0,Beauty and the Beast 25th Anniversary Edition Blu-Ray DVD,https://www.facebook.com/marketplace/item/427561024367492
,,"Asheville, NC",,20.0,Daredevil Return of the King,https://www.facebook.com/marketplace/item/207096229869985
,,"Arden, NC",,18.0,Stephen King books,https://www.facebook.com/marketplace/item/1982829691970795
,,"Old Fort, NC",,20.0,Halo 4,https://www.facebook.com/marketplace/item/127213464616877
,,"Candler, NC",,18.0,Xbox one headset,https://www.facebook.com/marketplace/item/210269186217099
,,"East Flat Rock, NC",,48.0,nintendo game!!,https://www.facebook.com/marketplace/item/529870460679920
,,"Burnsville, NC",,2.0,DVD’s - $2 each,https://www.facebook.com/marketplace/item/1613153062071500
,,"Columbus, NC",,103.0,"10"" Mtx thunder subwoofers and amplifier",https://www.facebook.com/marketplace/item/1792233524411761
,,"Landrum, SC",,50.0,PlayStation 2 Games,https://www.facebook.com/marketplace/item/183939012379859
,,"Hendersonville, NC",,108.0,Wii Used Very Good Condition,https://www.facebook.com/marketplace/item/380569585731333
,,"Landrum, SC",,5.0,Game controllers,https://www.facebook.com/marketplace/item/152655888729351
,,"Asheville, NC",,13.0,Dark Night trilogy on blu-ray,https://www.facebook.com/marketplace/item/335686880231577
,,"Bakersville, NC",,5.0,Xbox 360 games,https://www.facebook.com/marketplace/item/773019932902119
,,"Fairview, NC",,60.0,5 PS4 games,https://www.facebook.com/marketplace/item/1967971620124315
,,"Asheville, NC",,140.0,Nintendo 3ds accessories and games,https://www.facebook.com/marketplace/item/1996631837256219
,,"Rutherfordton, NC",,10.0,Wii games,https://www.facebook.com/marketplace/item/1968484176812065
,,"Brevard, NC",,50.0,Splatoon 2 for Nintendo Switch,https://www.facebook.com/marketplace/item/378165022652347
,,"Hendersonville, NC",,81.0,Automotive Books,https://www.facebook.com/marketplace/item/440925646322153
,,"Hendersonville, NC",,10.0,‘The Help’ Book and 15 set audio cd,https://www.facebook.com/marketplace/item/299644603857297
,,"Fletcher, NC",,95.0,Xbox 360 with Kinect,https://www.facebook.com/marketplace/item/202306813681355
,,"Bakersville, NC",,5.0,PlayStation 3 games,https://www.facebook.com/marketplace/item/190536008176979
,,"Asheville, NC",,14.0,8 Kids DVDs,https://www.facebook.com/marketplace/item/199249770624868
,,"Mars Hill, NC",,1.0,Assorted DVDS,https://www.facebook.com/marketplace/item/123092141846207
,,"Marion, NC",,145.0,New Nintendo 3DS !REDUCED $145,https://www.facebook.com/marketplace/item/1786292358099581
,,"Rutherfordton, NC",,20.0,Sega genis,https://www.facebook.com/marketplace/item/528671634156752
,,"Bakersville, NC",,10.0,Madden 17 for PS4,https://www.facebook.com/marketplace/item/152259262048003
,,"Campobello, SC",,1.0,DVDs,https://www.facebook.com/marketplace/item/201732627239483
,,"Hendersonville, NC",,1.0,Xbox games,https://www.facebook.com/marketplace/item/162270884573366
,,"Leicester, NC",,100.0,WII and 8 games,https://www.facebook.com/marketplace/item/1841980892781346
,,"Waynesville, NC",,100.0,Kenwood 12 inch subwoofers,https://www.facebook.com/marketplace/item/191575104723486
,,"Rutherfordton, NC",,25.0,Sheet music and books,https://www.facebook.com/marketplace/item/146338692703516
,,"Spruce Pine, NC",,4.0,wii joy stick,https://www.facebook.com/marketplace/item/1898901513753848
,,"Bakersville, NC",,10.0,NBA 2K16 for PS4,https://www.facebook.com/marketplace/item/290566764772819
,,"Bakersville, NC",,10.0,TV series,https://www.facebook.com/marketplace/item/149346972459905
,,"Asheville, NC",,2.0,Movies,https://www.facebook.com/marketplace/item/144691136203399
,,"Asheville, NC",,4.0,Movies,https://www.facebook.com/marketplace/item/539282209760587
,,"Brevard, NC",,120.0,Xbox 360 games 14 in total,https://www.facebook.com/marketplace/item/145300409466765
,,"Asheville, NC",,30.0,DVD Assorted,https://www.facebook.com/marketplace/item/448029992282035
,,"Hendersonville, NC",,1.0,Ps3 games,https://www.facebook.com/marketplace/item/869553639890569
,,"Asheville, NC",,15.0,New / Unopened TV Series & Movies,https://www.facebook.com/marketplace/item/394079967683627
,,"Mill Spring, NC",,20.0,Nicholas Sparks books /two by two and see me,https://www.facebook.com/marketplace/item/1960636110865929
,,"Forest City, NC",,25.0,Kids BOOKS,https://www.facebook.com/marketplace/item/421097395016643
,,"Hendersonville, NC",,10.0,VHS movies,https://www.facebook.com/marketplace/item/337452466754071
,,"Bakersville, NC",,10.0,$10 each movie,https://www.facebook.com/marketplace/item/916785941823104
,,"Canton, NC",,5.0,Books $5 each or $50 all together,https://www.facebook.com/marketplace/item/2108366609392166
,,"Burnsville, NC",,2000.0,Game's and movies for trade on a good car truck van,https://www.facebook.com/marketplace/item/1607112542735729
