Title,Location,Price,Description,Url,Latitude,Longitude
1987 nissan hardbody pickup,"Brevard, NC",1100.0,1987 nissan hardbody pickup truck. Fair condition. Runs and drives decent . Gets drove daily,https://asheville.craigslist.org/cto/d/1987-nissan-hardbody-pickup/6513032144.html,35.2208,-82.7404
"10 Person Tent, 14' X 12'","Arden, NC",125.0,"Two bags included. Its like new, never been taken out just stored It covers an area of 14 ft X 12 ft and 7 ft high Cabin style Tent Water Resistant 2 exterior doors Inside can be divided into 3 rooms",https://asheville.craigslist.org/spo/d/10-person-tent-14-12/6513032269.html,35.2208,-82.7404
"Tiny house/ studio (10x14), very sturdy","Asheville, NC",9000.0,"I built this tiny house / studio from scratch with treated lumber on 16"" centers. Very well insulated roof and walls. Metal roofing. Electric outlets on every wall. 3 double insulated windows. Comes with a new window mounted AC which keeps the place nice and frosty on hot summer days. Lofted bed with tons of storage underneath. I am still building out the kitchen and bathroom, but need to go ahead and sell due to unexpected career change and cross country move. I know a professional mover who can move this tiny house to your location. I actually built it on a friends property and moved it to my back yard when I bought my current house. Can be moved without violating any DOT height restrictions. He charged me $250 to move it (a couple miles), but that was a few years ago. May be a little more depending on your location. The tiny house comes on a sturdy 5/4 pressure treated deck, which comes with the sale if you want it.",https://asheville.craigslist.org/for/d/tiny-house-studio-10x14-very/6503628533.html,35.2208,-82.7404
Electric Smoker,"Asheville, NC",15.0,Works fine.,https://asheville.craigslist.org/app/d/electric-smoker/6503555318.html,35.573705,-82.594957
Wreath of Seasons Print,"Leicester, NC",20.0,"Really nice piece, double matted! Very nice wooden frame. Colorful piece! H 23 1/2"" x W 23"". Call Lee Thanks",https://asheville.craigslist.org/hsh/d/wreath-of-seasons-print/6482927998.html,35.6498,-82.7106
Gorgeous Pottery Barn solid wood hand-painted mirror,"Fletcher, NC",145.0,"PRICE IS FAIR & FIRM! Beautiful hand-painted and antique distressed wood mirror from POTTERY BARN in excellent condition! Multiple lovely vibrant colors in colbalt blue, washed red, vanilla, soft Kelly green, and canary yellow to add pizzazz to any room! The cool distressing mimics beautifully aged wood washed up on the beach with follow of the sky and sea! This mirror is handcrafted so imperfections are the beauty of it and expected! The mirror is apx 25"" width x 38"" height with double keyhole back for hanging. This mirror can be used for adults or children! RETAIL OVER $300 Cash only $145",https://asheville.craigslist.org/fuo/d/gorgeous-pottery-barn-solid/6513032903.html,35.477071,-82.485185
DDRUM DRUM SET,"Asheville, NC",200.0,Son doesn't play them anymore. Would make a great Christmas present. It comes with the drum tuner tool and 2 new packs of drumsticks. Any questions call/text 954-347-2seven3five. Merry Christmas!!,https://asheville.craigslist.org/msg/d/ddrum-drum-set/6502291048.html,35.477071,-82.485185
Dodge dakota,Unspecified,4900.0,"2002 Dodge dakota crew cab 4x4 slt auto 4.7 v8 engine 190k miles good tires all power everthing works as it should has top lights, strobe lights, cb radio, and spot lights great escort truck or road side assistance (AAA) just needs rear shocks clean inside no rips or tears paints a little faded call or text 8too8threetoonine50five9",https://asheville.craigslist.org/cto/d/dodge-dakota/6484727959.html,35.3613,-82.4264
Central Boiler Outdoor Wood Furnace,Unspecified,4900.0,"Central Boiler Outdoor Wood Furnaces SPRING INVENTORY REDUCTION SALE! CALL FOR PRICES TOO LOW TO ADVERTISE! Enjoy the benefits of energy independence. Heat your entire home, shop, domestic water and more! Clean, safe, efficient wood heat - keep the mess outside. Call today for a FREE brochure and pricing. Garrett Farms 864-859-5272",https://asheville.craigslist.org/fod/d/central-boiler-outdoor-wood/6513034363.html,34.829,-82.5796
"SkilSaw Wet Tile Saw 7""","Arden, NC",50.0,"SkilSaw Wet tile 7"" Item # 320300 Was used to do some till work within our bathroom, All attachments still with it. Been in storage, Images will show that its been taken care of.",https://asheville.craigslist.org/tls/d/skilsaw-wet-tile-saw-7/6513035017.html,34.829,-82.5796
BSA 650,Unspecified,3500.0,"This bike runs good and is titled 1964 650 BSA. Clear title. I hate to sell, but found another toy. This bike has a rigid frame and a springer front end. The brakes are on the left. Takes a little bit to get used to. No major issues. Calls only My phone does not text",https://asheville.craigslist.org/mcy/d/bsa-650/6499725823.html,34.829,-82.5796
Heritage SoftTail 1997,Unspecified,6500.0,This bike only has 36k miles. Well maintained. Garage kept. The pictures do not do the bike justice. There is too much chrome to list. Hard leather saddle bags with keys and windshield. Runs great! Clear Title! Ready for the road. No issues.,https://asheville.craigslist.org/mcy/d/heritage-softtail-1997/6499722565.html,35.6819,-82.018
1983 Chevrolet GMC Truck,Unspecified,3500.0,"This truck runs good. 305 engine, automatic transmission. Very little rust, very small dent on passenger door. All windows are good. Looks sharp as you can see in the pictures. Needs a set of tires. Price is FIRM! Clear NC Title.",https://asheville.craigslist.org/cto/d/1983-chevrolet-gmc-truck/6491330448.html,35.6819,-82.018
2008 SUZUKI LT-F400F,"Asheville, NC",3500.0,Great ATV. Has rifle rack on the front. Runs great. Its ready to sell and there's nothing that needs to be fixed! (Except the battery is dead). Any questions please ask. Call/text 828-5four5-9085 Thanks.,https://asheville.craigslist.org/snw/d/2008-suzuki-lt-f400f/6502308883.html,35.6374,-82.5646
Earnhardt Diecast Collection,"Waynesville, NC",25.0,Have a collection of Dale Earnhardt Sr & Jr diecast cars. All are 1:24 and by Action Racing Collectables. Years from 1991 to 2006. All cars are kept in their boxes. Asking $25 for each. #3 GM Goodwrench bank (92) #3 GM Goodwrench (91) #3 GM Goodwrench (99) #3 GM Goodwrench 25th anniversary (99) Dale Earnhardt International Motor Sports Hall of Fame (06) #1 Dale Jr. Coke Polar Bear (98) #8 Budweiser (99) #8 Budweiser (03) #8 Budweiser (05) #8 Budweiser (06) #8 Father's Day (04) #8 Menards Daytona Race win color chrome (06) #8 Budweiser Talladega raced win version (04),https://asheville.craigslist.org/clt/d/earnhardt-diecast-collection/6488791937.html,35.5018,-82.9913
"36"" Toro mower","Marion, NC",2350.0,I have 2 year old belt driven walk behind mower with sulky. Used for one season. Kept under carport. Great machine. Kept it as a spare machine. Not needed now. Please call or text 8two8 77seven 39zero8. Greg.,https://asheville.craigslist.org/grd/d/36-toro-mower/6486069151.html,35.5018,-82.9913
WTB / Seat and Interior for 1934 Ford Roadster,"Spartanburg, SC",11111.0,"I am looking to buy a Drivers Seat and or Interior for a 1934 Ford Roadster Hot rod , Color does not matter because I will have it recovered anyway , please e-mail me with what you have , I will pay cash and pick-up , Thanks for looking",https://asheville.craigslist.org/pts/d/wtb-seat-and-interior-for/6487541516.html,35.5018,-82.9913
Painting Stand,"Arden, NC",10.0,Great condition still has the small chain that can adjust the stance. Images will show its been taken care of any question please reach out. Stands at about 5 ft -6 ft,https://asheville.craigslist.org/art/d/painting-stand/6513038430.html,35.5018,-82.9913
"White Oak Flooring, Quarter Sawn, Premium Grade","Asheville, NC",4.0,"Newly milled quarter sawn white oak flooring from local salvaged trees, kiln dried, 2.0"" wide, long lengths (6 to 12'), several hundred square feet available. $4.75 per sq foot. Tight grain, premium clear grade.",https://asheville.craigslist.org/mat/d/white-oak-flooring-quarter/6513039066.html,35.526042,-82.481721
Ceramic Molds,"Arden, NC",20.0,3 molds in good shape. Wind Maiden.....Indian Maiden Plaque....Indian Chief Plaque. Dark spots are dried mud which can be cleaned with a damp cloth. Several boxes of mud included.,https://asheville.craigslist.org/art/d/ceramic-molds/6503583660.html,35.4637,-82.5354
Plano Golf Guard Case,"Arden, NC",20.0,"Protect your valuable golf clubs or other items. Hard plastic case has a padlock tab for security. 51""x 14.5""x 12.75""",https://asheville.craigslist.org/for/d/plano-golf-guard-case/6496754523.html,35.4637,-82.5354
Stihl,"Marion, NC",300.0,I have few trimmers and a blower. Stihl and hasqvarna. Not working. Need repair. Must take all items. First $300 takes all. Please call or text 8two8 77seven 39zero8. Thanks,https://asheville.craigslist.org/grd/d/stihl/6486075610.html,35.4637,-82.5354
Faberware Coffee Pot,"Arden, NC",15.0,As new condition. Made one pot of coffee. Polished stainless steel. Sturdy clear glass knob tells you when percolating begins. Includes permanent filter basket. Received one as a gift so I don't need this one. Firm price.,https://asheville.craigslist.org/for/d/faberware-coffee-pot/6499718383.html,35.4637,-82.5354
Rolling Cooler (NEW),"Arden, NC",15.0,"New never used in original packing. California Innovations. Retractable telescoping handle. Extends 15"". 36 Qt capacity. Holds 54 cans with ice. Large roller wheels. Great for shopping, camping, ball games, Sells on Amazon for $50+.",https://asheville.craigslist.org/spo/d/rolling-cooler-new/6499719960.html,35.4637,-82.5354
Sprinter Dodge Mercedes Freightliner Parts 2003-2006,"Columbus, NC",1234.0,"Complete Exhaust System off my 2006 Sprinter 2500 from turbo to tailpipe, including oxygen sensor, no rust, looks good. $150.00 turbo off of same van had 173000 miles $350.00 transmission was working when pulled, stored inside, no converter, $350.00 complete rear end, highway gears, leaf springs, $450.00 Driver and passenger door for tall van complete with electric locks and windows, $350.00 each rear tall no glass doors, with hinges $450.00 each 2 new slotted cross drilled rear rotors with pads New $180.00 now $125,00 mics other parts, 9f ads still here I still have it, calls answered now, text messages couple days. prices are firm, parts are clean & rust free mostly.",https://asheville.craigslist.org/pts/d/sprinter-dodge-mercedes/6507064473.html,35.249376,-82.207003
High chairs,"Arden, NC",20.0,"Good condition, Highchairs Paint still looks good.",https://asheville.craigslist.org/fuo/d/high-chairs/6513041347.html,35.249376,-82.207003
hay spear,"Hendersonville, NC",150.0,Countyline 3 point hay spear cat 1 and 2 . All that new in October for $249.99. Asking $150 336-905-104seven,https://asheville.craigslist.org/grd/d/hay-spear/6509512776.html,35.3192,-82.5
sprinter dodge freightliner mercedes 2006 cargo van selling parts,"Tryon, NC",123.0,"Selling parts, 5 cylinder diesel locked up, Sold the seats, mirrors. wiper blades & sliding door, Has Complete drive line, a lot of good parts. Its the tall van 158"". have parts off of 2006, transmission, complete rear end. turbo, electric window and door locks, computer, wiper motor, heater motor, rust free complete exhaust system. sell whole van for $1600. 30 minutes south of Asheville, 20 minutes north of Spartanburg. if ad is still here its still for sale. If interested please call, because of spam, not responding to text.",https://asheville.craigslist.org/pts/d/sprinter-dodge-freightliner/6486342774.html,35.2532,-82.1971
2001 Dodge Ram SLT Laramie Diesel LB 2wd,"Columbus, NC",8500.0,"Excellent Condition, Black Leather, has all the options, later model wheels like new tires. 2nd owner, just don't use anymore. has hidden flip up hitch. 75 Hp injectors, Bully Dog 150 pump, Banks 5"" exhaust with airaid cold air intake, Quadzilla programer. Its always been set for towing. 21mpg and 18 pulling car trailer. Sport Halogen Highlights, New AC compressor-water pump-Fan belt and Idler-Silicone Turbo boots-Lifter cover gasket, JUST don't use it anymore has some minor dents. Sold New in South Carolina for $33,800 in December 2000. If your reading this, then it's still for sale. if interested, just call. ONLY TRADE considered,, 1970-71 Cutlass-442- in drive home condition, with no body work needed",https://asheville.craigslist.org/cto/d/2001-dodge-ram-slt-laramie/6499727322.html,35.248535,-82.205114
SKI BOOTS,"Asheville, NC",95.0,"condition: like new SALAMON snow boots -this is a very good ski boot for the intermediate to advance skier - although beginners will benefit from the comfortable and performance of this ski boot. Size is 9 1/2 - 10. Retailed new for well over $350.00 - selling for $95.00! Ski boots, ski, snow skiing, Salomon Ski boots, Salomon boots, Salomon 83 EXP",https://asheville.craigslist.org/spo/d/ski-boots/6510410326.html,35.248535,-82.205114
Ski Pants,"Asheville, NC",65.0,"SKI PANTS/ SNOWBOARD PANTS - excellent winter pants by Black Dot! Perfect for all winter sports- size is large women - but men can also wear- waterproof- retails for over $200.00- selling for less than 1/2 price at $65.00! Also have combo Jacket and pants for $95.00! Ladies size 8- made my FERA - warm and stylish- save over retail of $225.00+ Ski pants, snowboard pants, pants",https://asheville.craigslist.org/spo/d/ski-pants/6510353437.html,35.248535,-82.205114
2008 VOLKSWAGEN GTI AUTOMATIC,"Hendersonville, NC",8500.0,"BUYING A NEW GTI SO WERE SELLING MY WIFES 2008, 4 DOOR, VW GTI..... ADULT OWNED..... ALWAYS GARAGE KEPT..... NEVER SMOKED IN OR MISTREATED...... OIL CHANGED EVERY 5000 MILES WITH MOBIL ONE FULL SYNTHETIC.... BRAND NEW TIRES (15 miles)..., GREAT BRAKES AND ONLY 84900 MILES!!!! CAR RUNS AND DRIVES LIKE NEW.... !!!!!!CLEAN TITLE IN HAND!!!! !!! $8,500 !!!!! WILL NOT NEGOTIATE THROUGH TEXT OF OVER THE PHONE, IF INTERESTED THEN TEXT ME AND CHECK IT OUT. (828) 713-nine nine 79. !!!!! IF YOUR READING THIS AD THEN THE CAR IS STILL AVAILABLE!!!!! CARFAX AVALIBLE BELOW https://www.carfax.com/showroom/#/report/wvwhv71kx8w210580",https://asheville.craigslist.org/cto/d/2008-volkswagen-gti-automatic/6481691595.html,35.3464,-82.525
2 tickets to Nathaniel Rateliff and the Night Sweats,"Asheville, NC",100.0,"2 general admission tickets to the sold out Nathaniel Rateliff show at Highland on May 11, 2018. $100 for the pair. We will accept Venmo or cash. Price firm. We can mail tickets to you with Venmo payment or meet you with them. (Ignore the 3/28/18 date in the posting details.) Thanks and enjoy the show!",https://asheville.craigslist.org/tix/d/2-tickets-to-nathaniel/6513044866.html,35.3464,-82.525
Nice Dell Computer Monitor with USB,"Asheville, NC",25.0,"Nice Dell computer monitor. This is a great monitor. It gives you several connection options, which can come in handy with various applications. USB hub, HD-D Sub, VGA and DVI connections. Call or text 236-3918 computer screen",https://asheville.craigslist.org/ele/d/nice-dell-computer-monitor/6513045114.html,35.3464,-82.525
Norrona Svalbard Jacket ~ Like New ~ Cost $125,"Asheville, NC",50.0,"Nice Norrona Svalbard Jacket. Like new. Call or text 236-3918 Nike, Hollister, Patagonia, North Face",https://asheville.craigslist.org/bks/d/norrona-svalbard-jacket-like/6513045477.html,35.3464,-82.525
Large Samick 40 Watt Amplifier ~ 2 Channels with Overdrive and Reverb,"Asheville, NC",65.0,"Nice Samick Amp. Large 40 Watt Amp. Nice sound with 2 channels - clean with brightness and overdrive, and reverb. Foot switch jack for channel and reverb. Jack for headphones. Call or text 236-3918 Guitar Amp, guitar amplifier, electric guitar amp, electric guitar amplifier",https://asheville.craigslist.org/msg/d/large-samick-40-watt/6513045659.html,35.3464,-82.525
Body Gym ~ Complete Full Body Workout,"Asheville, NC",30.0,"The Body Gym is a great system that works out your lower body, upper body and core - all at home! No need for an expensive gym membership or trips to the gym. A great way to get in shape and look great! Call or text 236-3918 exercise equipment weight loss gear, exercise gear weights weider gym, fitbit fit bit ad machine, abdominal machine hand weights, ankle weights dumbells dumb bells weight bench weight set",https://asheville.craigslist.org/spo/d/body-gym-complete-full-body/6513046112.html,35.3464,-82.525
"HUGE Lot of SAT and AP Books ~ Calculus, Physics and More","Asheville, NC",20.0,"Huge lot of SAT and AP books. They're great to study for the SAT test, AP Exams, etc. Includes AP Calculus, AP Physics, AP Art History, AP Statistics, SAT Math, SAT Writing, SAT Reading and Writing and more, see pictures. Call or text 236-3918 SAT test, AB Tech books, nike, home school books, homeschool books, home schooling, homeschooling, AB Tech text books, AP Calculus, AP Physics, AP Art History, AP Statistics, SAT Math, SAT Writing, SAT Reading and Writing ACT test",https://asheville.craigslist.org/bks/d/huge-lot-of-sat-and-ap-books/6513046619.html,35.3464,-82.525
Reach in deep freeer,"Candler, NC",140.0,Reach in deep freeze works great. I just got an upright and don't need reach-in anymore,https://asheville.craigslist.org/app/d/reach-in-deep-freeer/6513042122.html,35.47521,-82.720699
Race Trailer,"Bristol, TN",7000.0,"28 ft. car trailer wide walk in door,escape door,fold down back door,10,000 pound axles electric brakes on both.Hitch and spar goes with it.",https://asheville.craigslist.org/tro/d/race-trailer/6513042617.html,36.6609,-82.2126
Drywall Sander,"Asheville, NC",250.0,"This sander is like brand new. I bought it for a project, and then wound up only using it for a few minutes. Boy, does it make quick work of drywall sanding! And it hooks up to a shop vac, so THERE'S NO DUST IN THE ROOM! It's a great tool. A great buy at $250. Call or text Dry wall sander sheetrock sander, sheet rock sander makita miter saw craftsman kobal tools, drill press drillpress table saw ladder shop vacuum, Dewalt Milwaukee drywall sander, ridgid rigid dewalt circular saw Bosch saw, and sander or drywall sander with sanding, porter cable drywall sander, impact drill, drill driver",https://asheville.craigslist.org/tls/d/drywall-sander/6513047140.html,36.6609,-82.2126
6 Piece Motorcycle Suit ~Cost Over $350 ~ LIKE BRAND NEW,"Asheville, NC",110.0,"This suit like brand new (the flash from the camera makes it look differently). This is an amazing bike suit. It's the Sedici Air Control System. It's Italian made, so it's very high quality. The jacket cost $200 new and the pants cost $150 new, and they're in great condition, ALMOST NEW! (Not sure if they look like new in the pictures, the camera flash affects how it looks, but they are like new). See the links below for details and original pricing. They have ultra air flow outer material, and strong abrasion resistant panels. They have a waterproof/windproof liner, and also a thermal liner for warmth. Also comes with CE approved knee armor and elbow armor. See the links below for more details. The pants are size 34, and the jacket fits Mens Size Medium. This is an amazing bike suit at an incredible price. Call or text 236-3918 https://www.amazon.com/SEDICI-Alexi-Season-Motorcycle-Jacket/dp/B00CHTAHNC https://www.amazon.com/SEDICI-Alexi-Season-Motorcycle-Pants/dp/B00CHTAMXW leather biker jacket, leather biker pants, leather bike pants, biker suit, leather motorcycle jacket, leather motorcycle pants, leather motorcycle suit, motocross suit, moto cross suit, biker chaps, bike chaps, motorcycle chaps, leather chaps",https://asheville.craigslist.org/spo/d/6-piece-motorcycle-suit-cost/6513047336.html,36.6609,-82.2126
Frye Western Boots ~ Cost Over $200 New,"Asheville, NC",50.0,"Nice pair of Frye mens western boots. The colors are much better in person than in the pictures - the flash makes the color look funny, but they're really a beautiful brown color. Cost over $200 new. They're a great buy at just $50. Really nice cowboy boots, about size 11. Great opportunity to get an expensive pair of name brand leather boots at a great price. Call or text 236-3918 mens cow boy boots, mens cowboy boots,, hunting boots, hunting jacket, hunting gear, Tony Lama Western Boots, Frye Western Boots, leather boots, leather cowboy boots",https://asheville.craigslist.org/clo/d/frye-western-boots-cost-over/6513047498.html,36.6609,-82.2126
Chicco Keyfit 30 Car Seat,"Asheville, NC",40.0,Nice Chicco Keyfit 30 Car Seat. It's in great condition. Call or text 236-3918 Chicco Key Fit 30 Carseat Chicco carseat Chicco car seat,https://asheville.craigslist.org/bab/d/chicco-keyfit-30-car-seat/6513047638.html,36.6609,-82.2126
Carpenter Bee Traps,"Wartburg, TN",15.0,"I have Carpenter Bee Traps for sale. Spring is right around the corner and these bee's will be out in force destroying property. Get them up before these damaging bees start destroying your property. They will capture and hold those pesky carpenter bees until they die. once dead you just unscrew the jar and dump out. Very simple yet very effective to use. Hang anywhere you have carpenter bees bothering you or boring into wood structures, Barns, Sheds , Wood decks, around the outside of your house. These will definately help you get rid of those bee's that bore into and damage your wooden structures. These are a must have for cabins to help prevent damage by the Bees. I can ship also Traps are $15 or two for $25 if you come pick then up. I also sell these at the Oliver Springs flea market on tuesdays in the field next to the old dollar store and on saturdays at the flea market in the Wartburg central Elementary school parking lot ( weather permitting). Or you can pick them up anytime in Wartburg. To order or if you have any questions you can call 865-2o6-5793 and ask for Jim.",https://asheville.craigslist.org/atq/d/carpenter-bee-traps/6507280844.html,36.6609,-82.2126
Selling wholesale pallets over 40 categories of sorted Gen.Merch.,"Asheville, NC",15.0,"We carry pallets & truckloads of General Merchandise, Tools, Electronics, Clothing, Toys, Hardware, Domestics, Furniture, Clothing and more! Over 40 categories of GM available to select from. Custom-build merchandise truckloads from any combination of our listings by the pallet. Descriptions, pricing guidelines, sample manifests & pictures are provided where available. All products are sold AS-IS. Supervised tours of our facilities to view our operations and merchandise first hand are also available.",https://asheville.craigslist.org/bfs/d/selling-wholesale-pallets/6484726294.html,35.637348,-82.564659
2 Sink Drain/Strainer Assemblies,Unspecified,20.0,"Two brand new, in package, never installed, sink drain assemblies. Includes drains, strainers, stoppers, and instructions. Standard kitchen sink opening and drain pipe sizes. Will also include a package of brand new undermount sink brackets/attachments.",https://asheville.craigslist.org/mat/d/2-sink-drain-strainer/6508307312.html,35.3464,-82.525
Brand New Window Valance,"Asheville, NC",50.0,"Up for sale is this brand new valance. Was $275, wife hates it! $50 Brand new. Measures 90""x8""deep x18"" Local, No email please. Call or text 7SevenSix O Seven 7 Three",https://asheville.craigslist.org/hsh/d/brand-new-window-valance/6513049601.html,35.639599,-82.540809
Youth Size Tony Lama Western Hat ~ Perfect Condition Cost $140 New,"Asheville, NC",30.0,"Really nice Tony Lama Cowboy Hat. It's like brand new, perfect condition. Makes a perfect Christmas gift. Cost $140 new. A great buy at just $30. Call or text 236-3918 Tony Lama Western Hat, cowboy boots, western boots, Tony Lama boots, cow boy boots, frye western boots, cow boy hat felt hat",https://asheville.craigslist.org/clo/d/youth-size-tony-lama-western/6513049807.html,35.639599,-82.540809
Ladies Leather Jacket ~ GAP Brand ~ Like Brand New!,"Asheville, NC",55.0,"Really nice Womens Leather Jacket. GAP quality. Its like brand new - absolutely perfect condition! Very nice leather jacket. Womens size Large. Call or text 236-3918 womens motorcycle jacket, womens leather motorcycle jacket, ladies motorcycle jacket, ladies leather motorcycle jacket, womens bike jacket, ladies bike jacket, womens leather bike jacket, ladies leather bike jacket",https://asheville.craigslist.org/mat/d/ladies-leather-jacket-gap/6513050238.html,35.639599,-82.540809
Pilates Rowing Action Exerciser ~ Total Body Workout,"Asheville, NC",20.0,"Pilates Rowing Action Exerciser. Great way to work out your whole body. Works arms, back, legs, abs and buns. And it takes up almost no space - you can even throw it in a suitcase. You save a ton of money on a gym membership. Great way to get in shape and look great for spring and summer! Call or text 236-3918 ab exerciser abdominal exerciser, ab machine abdominal machine, exercise gear exercise machine, treadmill tread mill elliptical machine, eliptical machine weight bench exercise ball exercise mat, weight bench yoga mat yoga matt hand weights elliptical treadmill",https://asheville.craigslist.org/for/d/pilates-rowing-action/6513050026.html,35.639599,-82.540809
Nice Womens Leather Coat ~ Like New,"Asheville, NC",55.0,"Nice womens real leather coat. Like new. Size small. Very attractive coat at a great price. Call or text 236-3918 Ladies coat, ladies leather coat womens jacket womens leather jacket, ladies leather jacket ladies leather coat womens motorcycle jacket, ladies motorcycle jacket",https://asheville.craigslist.org/clo/d/nice-womens-leather-coat-like/6513051161.html,35.639599,-82.540809
2004 Subaru legacy outback AWD!!!,"Marion, NC",3600.0,"2004 subaru outback limited, AWD 118000 miles. 4 cylinder, automatic, DVD player, Heated seats, 6 disk changer with weather band, interior is in Excellent condition. Premium sound system, Heat and AC both work good. Head gaskets, timing belt, recently replaced, alternator and battery are brand new, radiator is a couple months old. Tires are still good Everything works, power windows, heat, AC, power seats and mirrors, side mirror defrost, AWD. handles very good. This car will go anywhere in any weather Cash only please Text me @",https://asheville.craigslist.org/cto/d/2004-subaru-legacy-outback-awd/6513052043.html,35.639599,-82.540809
"1/2"" Drive SnapOn SAE Service Set","Hickory, NC",3600.0,"1/2 DRIVE SAE H/D SERVICE SET Snap-On 17 pc 1/2"" Drive SAE 6-Point Service Socket Set 317MSPC . 17 pc set Includes Dual 80® Technology 1/2 Heavy Duty handle ratchet, 5"" knurled extension, 11"" knurled extension and 18""Heavy Duty 1/2 breaker bar. Like new Snap-on Set. Paid Over $725.00 Sell For 400 If it is listed it's still for sale. Will delete when sold. Thanks",https://asheville.craigslist.org/tls/d/1-2-drive-snapon-sae-service/6513053304.html,35.639599,-82.540809
ASVAB Books,"Asheville, NC",10.0,"2 ASVAB books. They're not the latest, but there's good information in them on how to pass the test. You get both books for just $10. Call or text 236-3918 Military gear, camo, air force, army, navy, marine corps, sat books, home school books, sat guide sat book sat books",https://asheville.craigslist.org/bks/d/asvab-books/6513047967.html,35.639599,-82.540809
Salsaritas Gift Card - You Get A $50 Gift Card for $25,"Asheville, NC",25.0,"I have a Salsaritas Gift Card that I don't use. It's a gift card for $50, and I'm selling it for $25, so that's $25 you get free! You can feel free to check the balance before you buy, and we can even meet at Salsaritas for you to check it with them in person. I can even meet you at the restaurant in Arden so they can verify that it's correct, if you like. Makes a great gift! Call or text 236-3918 Nike, Chacco, Chacco, hunting gear, Chaccos, Chacos, Mountain Bike, Frozen, Moana, laptop, cell phone, smart phone, couch, sofa, coffee table end table, dining room table end tables, kitchen table kitchen chairs dining room chairs kayak dehumidifier western boots cowboy boots couch sofa coffee table end table end tables",https://asheville.craigslist.org/for/d/salsaritas-gift-card-you-get/6513050957.html,35.639599,-82.540809
Sirius Radio Receiver,"Asheville, NC",65.0,"SIRIUS RADIO Receiver - top of line receiver comes with all the accessories to begin listening - comes with recover-docking cradle, antenna, window suction cup, car charger , manual and all cable connectors - selling for less than 1/2 price at $65.00! Sirius, Sirius radio",https://asheville.craigslist.org/ele/d/sirius-radio-receiver/6513053892.html,35.639599,-82.540809
2015 Subaru impreza 39k,"Spartanburg, SC",8000.0,"39k automatic, 28-32avg mpg keyless entry power windows/ locks, cruise control, heated seats, Bluetooth wireless, MP3 player, usb charge port, cold AC, good tires, alloy wheels, runs and drives good please call or text for text drive",https://asheville.craigslist.org/cto/d/2015-subaru-impreza-39k/6513041436.html,34.9496,-81.932
"Walk-in Cooler & More - University Class Room, Medical & Office Equipm",Unspecified,8000.0,"You don't want to miss this amazing sale. We have hundreds of items! See all items with pictures & descriptions at www.pciauctions.com/carolinas, including: Student Chairs With Table Arm Rests Master-Bilt 3-Door Refrigerated Merchandisers Medical Tool Cabinets Office Equipment Stainless Steel Tables Sofas Filing Cabinets Delfield Undercounter Refrigerator Metro Shelving Units Office Chairs Bar Stools Medical Equipment Walk-In Cooler With Evaporator Fan Meiko Conveyor Dishwasher Room Partitions / Dividers Ultra Sun Tanning Bed Micromatic Glycol Power Pack Wheelchairs Examination Tables Book Shelves Crutches Walkers Tables Desks Middleby Marshall Double Stack Conveyor Oven Call for more information.",https://asheville.craigslist.org/had/d/walk-in-cooler-more/6509993129.html,34.9352,-81.9654
Necklace Rainbow Zirconia Beads,"Whittier, NC",149.0,"New Jewelry has arrived at Alan's Jewelry & Pawn in Cherokee... Here at Alan's Jewelry and Pawn we buy Gold, Silver, Platinum, and even Gift Cards. We have a hassle free in store financing that lets you pick out items and walk out with them the same day. We also have free layaway at all our locations, 1186 Patton Ave, 736A Tunnel Road, and in Cherokee right across from the Casino! Come to Alan's Jewelry and Pawn and find out why we are voted the #1 pawn shop in Western North Carolina! Cash offers considered, please message with any question or concerns, Thank you.",https://asheville.craigslist.org/jwd/d/necklace-rainbow-zirconia/6513055853.html,35.468167,-83.301827
"Brand New Pair of 24"" NitroLift Gas Spring Lift Supports","Bostic, NC",15.0,"Brand New Pair of 24"" NitroLift Gas Spring Lift Supports I bought these for the rear door/hatch on my 1999 Dodge Durango but they are not the correct ones. They are the correct length but have the wrong ends. They are brand new. These are universal anyway and will directly replace factory originals on the hatches, hoods, and trunk lids of dozens of different model cars, trucks, and SUV's. They are approximately 24-5/8"" long overall and 23-3/4"" center-to-center of the holes on the sockets. Brand new and come with 2 sets (one for each strut) of mounting lugs. These are around $25-$30 each at parts stores. Get this pair for $25. Firm. $15.00 FIRM. Cash Only. No Trades. Sold as a PAIR only. Bostic",https://asheville.craigslist.org/pts/d/brand-new-pair-of-24/6485154380.html,35.468167,-83.301827
Vintage Antique Steel Hand Truck / Dolly,"Bostic, NC",75.0,Title says it all. This was my dad's. It's built like a tank and quite HEAVY. They don't make them like this anymore. I have no clue how old it is. It's older than me and I'm in my mid 50s. He had it since way before I was born. $75. The price is FIRM and will not be lowered. Bostic,https://asheville.craigslist.org/atq/d/vintage-antique-steel-hand/6485154180.html,35.362491,-81.811495
